"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","634","test_07_hover_on_toolbar[chromium]","tests","Wed Jul 30 23:31:28 GMT 2025","passed","Wed Jul 30 23:31:28 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","1753","test_08_enter_connected_characters[chromium]","tests","Wed Jul 30 23:31:33 GMT 2025","passed","Wed Jul 30 23:31:35 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","30510","test_14_change_language_button_in_registration[chromium]","tests","Wed Jul 30 23:21:50 GMT 2025","broken","Wed Jul 30 23:22:21 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","34437","test_29_add_favorite_items[chromium]","tests","Wed Jul 30 23:23:29 GMT 2025","broken","Wed Jul 30 23:24:03 GMT 2025","TestFavourites","test_favourites","",""
"","11373","test_27_saved_items_after_exit[chromium]","tests","Wed Jul 30 23:23:01 GMT 2025","passed","Wed Jul 30 23:23:12 GMT 2025","TestCart","test_cart","",""
"","8098","test_31_moving_a_product_from_favorites_to_cart[chromium]","tests","Wed Jul 30 23:24:23 GMT 2025","passed","Wed Jul 30 23:24:31 GMT 2025","TestFavourites","test_favourites","",""
"","30505","test_22_reset_password_options[chromium]","tests","Wed Jul 30 23:30:09 GMT 2025","broken","Wed Jul 30 23:30:39 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","30506","test_10_registration_new_user[chromium]","tests","Wed Jul 30 23:19:30 GMT 2025","broken","Wed Jul 30 23:20:01 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","30505","test_02_change_language_button_in_home_page[chromium]","tests","Wed Jul 30 23:24:52 GMT 2025","broken","Wed Jul 30 23:25:22 GMT 2025","TestHomePage","test_homepage","",""
"","1836","test_05_search_item_in_toolbar[chromium]","tests","Wed Jul 30 23:31:14 GMT 2025","passed","Wed Jul 30 23:31:16 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","30507","test_12_registration_with_2_character_password[chromium]","tests","Wed Jul 30 23:20:41 GMT 2025","broken","Wed Jul 30 23:21:11 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","30504","test_15_login_to_user[chromium]","tests","Wed Jul 30 23:26:07 GMT 2025","broken","Wed Jul 30 23:26:37 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","30504","test_17_error_alert_incorrect_email[chromium]","tests","Wed Jul 30 23:27:16 GMT 2025","broken","Wed Jul 30 23:27:46 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","6265","test_24_purchase_purchase_an_item_cart[chromium]","tests","Wed Jul 30 23:22:26 GMT 2025","passed","Wed Jul 30 23:22:32 GMT 2025","TestCart","test_cart","",""
"","30505","test_21_forget_Your_Password_button[chromium]","tests","Wed Jul 30 23:29:34 GMT 2025","broken","Wed Jul 30 23:30:04 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","10184","test_30_remove_favorite_items[chromium]","tests","Wed Jul 30 23:24:09 GMT 2025","passed","Wed Jul 30 23:24:19 GMT 2025","TestFavourites","test_favourites","",""
"","628","test_09_search_without_entering_text[chromium]","tests","Wed Jul 30 23:31:38 GMT 2025","passed","Wed Jul 30 23:31:39 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","1778","test_06_enter_invalid_characters[chromium]","tests","Wed Jul 30 23:31:22 GMT 2025","failed","Wed Jul 30 23:31:24 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
